CompanyRepID,Name,CompanyName,Department,Position,Email,Status
limxinrui024@novarobotics.com,Lim Xin Rui,Nova Robotics,HR,Senior Manager,limxinrui024@novarobotics.com,APPROVED
chanyingjie025@byteworks.com,Chan Ying Jie,Byteworks,Operations,Lead,chanyingjie025@byteworks.com,APPROVED
kohkaixin026@cedaranalytics.com,Koh Kai Xin,Cedar Analytics,IT,Manager,kohkaixin026@cedaranalytics.com,APPROVED
ngenqi027@bluewaveenergy.com,Ng En Qi,Bluewave Energy,Product,Lead,ngenqi027@bluewaveenergy.com,APPROVED
fooyingjie028@silvercarehealth.com,Foo Ying Jie,Silvercare Health,Customer Success,Director,fooyingjie028@silvercarehealth.com,APPROVED
tanxinyi029@bluewaveenergy.com,Tan Xin Yi,Bluewave Energy,Strategy,Lead,tanxinyi029@bluewaveenergy.com,APPROVED
limhaoran030@skylinebuilders.com,Lim Hao Ran,Skyline Builders,Operations,Senior Associate,limhaoran030@skylinebuilders.com,APPROVED
teoyien031@meridianshipping.com,Teo Yi En,Meridian Shipping,Marketing,Senior Associate,teoyien031@meridianshipping.com,APPROVED
foojunwei032@quantumsystems.com,Foo Jun Wei,Quantum Systems,Sales,Senior Manager,foojunwei032@quantumsystems.com,APPROVED
lowkaijie033@quantumsystems.com,Low Kai Jie,Quantum Systems,Operations,Manager,lowkaijie033@quantumsystems.com,APPROVED
limxinrui034@cedaranalytics.com,Lim Xin Rui,Cedar Analytics,IT,Senior Manager,limxinrui034@cedaranalytics.com,APPROVED
chanzhixin035@meridianshipping.com,Chan Zhi Xin,Meridian Shipping,HR,Lead,chanzhixin035@meridianshipping.com,APPROVED
quekhaoran036@aurorafinance.com,Quek Hao Ran,Aurora Finance,Strategy,Senior Manager,quekhaoran036@aurorafinance.com,APPROVED
lowjianhong037@skylinebuilders.com,Low Jian Hong,Skyline Builders,Strategy,VP,lowjianhong037@skylinebuilders.com,APPROVED
gohxuanmin038@pineapplelabs.com,Goh Xuan Min,Pineapple Labs,Sales,Lead,gohxuanmin038@pineapplelabs.com,APPROVED
limweiling039@summittech.com,Lim Wei Ling,Summit Tech,Marketing,Director,limweiling039@summittech.com,APPROVED
limyuhan040@skylinebuilders.com,Lim Yu Han,Skyline Builders,Finance,Associate,limyuhan040@skylinebuilders.com,APPROVED
leejiaxin041@horizonmedia.com,Lee Jia Xin,Horizon Media,Strategy,VP,leejiaxin041@horizonmedia.com,APPROVED
nglixuan042@meridianshipping.com,Ng Li Xuan,Meridian Shipping,HR,Director,nglixuan042@meridianshipping.com,APPROVED
quekzhiwei043@greenleaffoods.com,Quek Zhi Wei,Greenleaf Foods,Engineering,Manager,quekzhiwei043@greenleaffoods.com,APPROVED
yapyingjie044@meridianshipping.com,Yap Ying Jie,Meridian Shipping,Engineering,Manager,yapyingjie044@meridianshipping.com,APPROVED
yapliwei045@harbourretail.com,Yap Li Wei,Harbour Retail,Engineering,Associate,yapliwei045@harbourretail.com,APPROVED
ngjingwen046@bluewaveenergy.com,Ng Jing Wen,Bluewave Energy,HR,Senior Associate,ngjingwen046@bluewaveenergy.com,APPROVED
lohruiyang047@swiftmobility.com,Loh Rui Yang,Swift Mobility,Strategy,Director,lohruiyang047@swiftmobility.com,APPROVED
chiaxinrui048@orchidbiotech.com,Chia Xin Rui,Orchid Biotech,Finance,Associate,chiaxinrui048@orchidbiotech.com,APPROVED
tanjingwen049@swiftmobility.com,Tan Jing Wen,Swift Mobility,Operations,VP,tanjingwen049@swiftmobility.com,APPROVED
fooxuanmin050@lighthouseai.com,Foo Xuan Min,Lighthouse Ai,Strategy,Senior Manager,fooxuanmin050@lighthouseai.com,APPROVED
teowenjie051@lighthouseai.com,Teo Wen Jie,Lighthouse Ai,Product,VP,teowenjie051@lighthouseai.com,APPROVED
kohwenjie052@zenithconsulting.com,Koh Wen Jie,Zenith Consulting,Sales,VP,kohwenjie052@zenithconsulting.com,APPROVED
yeoyingjie053@cedaranalytics.com,Yeo Ying Jie,Cedar Analytics,Strategy,Senior Manager,yeoyingjie053@cedaranalytics.com,APPROVED
tanzhixin054@harbourretail.com,Tan Zhi Xin,Harbour Retail,Strategy,Director,tanzhixin054@harbourretail.com,APPROVED
chiajiahao055@atlaslogistics.com,Chia Jia Hao,Atlas Logistics,Finance,Associate,chiajiahao055@atlaslogistics.com,APPROVED
nghaoran056@meridianshipping.com,Ng Hao Ran,Meridian Shipping,Sales,Director,nghaoran056@meridianshipping.com,APPROVED
yapxuanmin057@cedaranalytics.com,Yap Xuan Min,Cedar Analytics,Product,Associate,yapxuanmin057@cedaranalytics.com,APPROVED
ngminghui058@novarobotics.com,Ng Ming Hui,Nova Robotics,HR,Senior Manager,ngminghui058@novarobotics.com,APPROVED
limxinrui059@bluewaveenergy.com,Lim Xin Rui,Bluewave Energy,Customer Success,Director,limxinrui059@bluewaveenergy.com,APPROVED
tanruien060@meridianshipping.com,Tan Rui En,Meridian Shipping,HR,VP,tanruien060@meridianshipping.com,APPROVED
teozhiwei061@zenithconsulting.com,Teo Zhi Wei,Zenith Consulting,Customer Success,Manager,teozhiwei061@zenithconsulting.com,APPROVED
chewxuanmin062@quantumsystems.com,Chew Xuan Min,Quantum Systems,Product,Manager,chewxuanmin062@quantumsystems.com,APPROVED
gowenjie063@aurorafinance.com,Go Wen Jie,Aurora Finance,IT,VP,gowenjie063@aurorafinance.com,APPROVED
yappeixuan064@horizonmedia.com,Yap Pei Xuan,Horizon Media,Marketing,Manager,yappeixuan064@horizonmedia.com,APPROVED
lowzhixin065@summittech.com,Low Zhi Xin,Summit Tech,Strategy,Lead,lowzhixin065@summittech.com,APPROVED
simzhihan066@atlaslogistics.com,Sim Zhi Han,Atlas Logistics,Marketing,VP,simzhihan066@atlaslogistics.com,APPROVED
yeoruien067@zenithconsulting.com,Yeo Rui En,Zenith Consulting,Sales,VP,yeoruien067@zenithconsulting.com,APPROVED
lowminghui068@skylinebuilders.com,Low Ming Hui,Skyline Builders,Strategy,Director,lowminghui068@skylinebuilders.com,APPROVED
lohjianhong069@meridianshipping.com,Loh Jian Hong,Meridian Shipping,Finance,Senior Manager,lohjianhong069@meridianshipping.com,APPROVED
tanyingjie070@stellarapps.com,Tan Ying Jie,Stellar Apps,Finance,Associate,tanyingjie070@stellarapps.com,APPROVED
kohxinyi071@aurorafinance.com,Koh Xin Yi,Aurora Finance,HR,Lead,kohxinyi071@aurorafinance.com,APPROVED
limruiyang072@cedaranalytics.com,Lim Rui Yang,Cedar Analytics,Strategy,Director,limruiyang072@cedaranalytics.com,APPROVED
quekzhihan073@orchidbiotech.com,Quek Zhi Han,Orchid Biotech,Customer Success,Director,quekzhihan073@orchidbiotech.com,APPROVED
gojianhong074@cedaranalytics.com,Go Jian Hong,Cedar Analytics,HR,Lead,gojianhong074@cedaranalytics.com,APPROVED
lowyien075@aurorafinance.com,Low Yi En,Aurora Finance,Operations,Lead,lowyien075@aurorafinance.com,APPROVED
lohjiahao076@horizonmedia.com,Loh Jia Hao,Horizon Media,Marketing,Lead,lohjiahao076@horizonmedia.com,APPROVED
chewyuhan077@bluewaveenergy.com,Chew Yu Han,Bluewave Energy,Strategy,Lead,chewyuhan077@bluewaveenergy.com,APPROVED
lowkaijie078@swiftmobility.com,Low Kai Jie,Swift Mobility,Marketing,Manager,lowkaijie078@swiftmobility.com,APPROVED
gohxuanmin079@skylinebuilders.com,Goh Xuan Min,Skyline Builders,Finance,Director,gohxuanmin079@skylinebuilders.com,APPROVED
yeoruien080@zenithconsulting.com,Yeo Rui En,Zenith Consulting,IT,Lead,yeoruien080@zenithconsulting.com,APPROVED
chewjiahao081@lighthouseai.com,Chew Jia Hao,Lighthouse Ai,Marketing,Associate,chewjiahao081@lighthouseai.com,APPROVED
kohjiaxin082@stellarapps.com,Koh Jia Xin,Stellar Apps,Customer Success,Senior Associate,kohjiaxin082@stellarapps.com,APPROVED
quekwenjie083@byteworks.com,Quek Wen Jie,Byteworks,Engineering,Senior Manager,quekwenjie083@byteworks.com,APPROVED
goyixuan084@cedaranalytics.com,Go Yi Xuan,Cedar Analytics,Sales,Director,goyixuan084@cedaranalytics.com,APPROVED
lowruien085@meridianshipping.com,Low Rui En,Meridian Shipping,Finance,Senior Manager,lowruien085@meridianshipping.com,APPROVED
kohruiyang086@cedaranalytics.com,Koh Rui Yang,Cedar Analytics,HR,Manager,kohruiyang086@cedaranalytics.com,APPROVED
yapminghui087@aurorafinance.com,Yap Ming Hui,Aurora Finance,Product,Senior Associate,yapminghui087@aurorafinance.com,APPROVED
yeoruien088@cedaranalytics.com,Yeo Rui En,Cedar Analytics,Marketing,Manager,yeoruien088@cedaranalytics.com,APPROVED
leezhixin089@horizonmedia.com,Lee Zhi Xin,Horizon Media,Engineering,Manager,leezhixin089@horizonmedia.com,APPROVED
ngweiling090@quantumsystems.com,Ng Wei Ling,Quantum Systems,Customer Success,VP,ngweiling090@quantumsystems.com,APPROVED
quekjiamin091@greenleaffoods.com,Quek Jia Min,Greenleaf Foods,Sales,Senior Associate,quekjiamin091@greenleaffoods.com,APPROVED
limyingjie092@greenleaffoods.com,Lim Ying Jie,Greenleaf Foods,IT,Lead,limyingjie092@greenleaffoods.com,APPROVED
quekzhiwei093@swiftmobility.com,Quek Zhi Wei,Swift Mobility,Finance,VP,quekzhiwei093@swiftmobility.com,APPROVED
leexuanmin094@pineapplelabs.com,Lee Xuan Min,Pineapple Labs,Sales,Senior Associate,leexuanmin094@pineapplelabs.com,APPROVED
chiaxinrui095@harbourretail.com,Chia Xin Rui,Harbour Retail,Customer Success,VP,chiaxinrui095@harbourretail.com,APPROVED
leeyuhan096@horizonmedia.com,Lee Yu Han,Horizon Media,Sales,Lead,leeyuhan096@horizonmedia.com,APPROVED
tanzhiwei097@silvercarehealth.com,Tan Zhi Wei,Silvercare Health,Strategy,Manager,tanzhiwei097@silvercarehealth.com,APPROVED
teoxinyi098@orchidbiotech.com,Teo Xin Yi,Orchid Biotech,Operations,VP,teoxinyi098@orchidbiotech.com,APPROVED
golixuan099@quantumsystems.com,Go Li Xuan,Quantum Systems,Strategy,Senior Manager,golixuan099@quantumsystems.com,APPROVED
leeruien100@quantumsystems.com,Lee Rui En,Quantum Systems,HR,Lead,leeruien100@quantumsystems.com,APPROVED
gojunwei101@pineapplelabs.com,Go Jun Wei,Pineapple Labs,Strategy,Senior Associate,gojunwei101@pineapplelabs.com,APPROVED
ongyingjie102@cedaranalytics.com,Ong Ying Jie,Cedar Analytics,Product,Senior Associate,ongyingjie102@cedaranalytics.com,APPROVED
yeojianhong103@meridianshipping.com,Yeo Jian Hong,Meridian Shipping,Marketing,Lead,yeojianhong103@meridianshipping.com,APPROVED
yeoxinrui104@cedaranalytics.com,Yeo Xin Rui,Cedar Analytics,Marketing,Manager,yeoxinrui104@cedaranalytics.com,APPROVED
fookaijie105@stellarapps.com,Foo Kai Jie,Stellar Apps,Marketing,Lead,fookaijie105@stellarapps.com,APPROVED
leezhixin106@harbourretail.com,Lee Zhi Xin,Harbour Retail,Product,Senior Associate,leezhixin106@harbourretail.com,APPROVED
chualiwei107@skylinebuilders.com,Chua Li Wei,Skyline Builders,Strategy,Associate,chualiwei107@skylinebuilders.com,APPROVED
ngliwei108@pineapplelabs.com,Ng Li Wei,Pineapple Labs,Customer Success,VP,ngliwei108@pineapplelabs.com,APPROVED
nglixuan109@silvercarehealth.com,Ng Li Xuan,Silvercare Health,Strategy,Senior Manager,nglixuan109@silvercarehealth.com,APPROVED
tanzhihan110@skylinebuilders.com,Tan Zhi Han,Skyline Builders,Product,Manager,tanzhihan110@skylinebuilders.com,APPROVED
fooxinyi111@byteworks.com,Foo Xin Yi,Byteworks,Finance,Senior Associate,fooxinyi111@byteworks.com,APPROVED
kohxuanmin112@stellarapps.com,Koh Xuan Min,Stellar Apps,IT,Manager,kohxuanmin112@stellarapps.com,APPROVED
yapzhiwei113@novarobotics.com,Yap Zhi Wei,Nova Robotics,Finance,Associate,yapzhiwei113@novarobotics.com,APPROVED
chanzhixin114@bluewaveenergy.com,Chan Zhi Xin,Bluewave Energy,Strategy,Lead,chanzhixin114@bluewaveenergy.com,APPROVED
chanhaoran115@novarobotics.com,Chan Hao Ran,Nova Robotics,Engineering,Manager,chanhaoran115@novarobotics.com,APPROVED
teowenjie116@cedaranalytics.com,Teo Wen Jie,Cedar Analytics,Operations,VP,teowenjie116@cedaranalytics.com,APPROVED
lohruiyang117@pineapplelabs.com,Loh Rui Yang,Pineapple Labs,Finance,Lead,lohruiyang117@pineapplelabs.com,APPROVED
chanjiahao118@novarobotics.com,Chan Jia Hao,Nova Robotics,Sales,VP,chanjiahao118@novarobotics.com,APPROVED
lohxinyi119@quantumsystems.com,Loh Xin Yi,Quantum Systems,HR,Manager,lohxinyi119@quantumsystems.com,APPROVED
quekyingjie120@novarobotics.com,Quek Ying Jie,Nova Robotics,Marketing,Associate,quekyingjie120@novarobotics.com,APPROVED
ngjiahao121@orchidbiotech.com,Ng Jia Hao,Orchid Biotech,Finance,Manager,ngjiahao121@orchidbiotech.com,APPROVED
chewjiahao122@meridianshipping.com,Chew Jia Hao,Meridian Shipping,IT,Associate,chewjiahao122@meridianshipping.com,APPROVED
kohjiaxin123@meridianshipping.com,Koh Jia Xin,Meridian Shipping,Customer Success,Manager,kohjiaxin123@meridianshipping.com,APPROVED
teoxueying124@harbourretail.com,Teo Xue Ying,Harbour Retail,Finance,Lead,teoxueying124@harbourretail.com,APPROVED
lohjunwei125@meridianshipping.com,Loh Jun Wei,Meridian Shipping,Strategy,Director,lohjunwei125@meridianshipping.com,APPROVED
ongliting126@meridianshipping.com,Ong Li Ting,Meridian Shipping,Sales,Director,ongliting126@meridianshipping.com,APPROVED
quekhaoran127@stellarapps.com,Quek Hao Ran,Stellar Apps,Strategy,Associate,quekhaoran127@stellarapps.com,APPROVED
kohpeixuan128@cedaranalytics.com,Koh Pei Xuan,Cedar Analytics,Finance,Senior Associate,kohpeixuan128@cedaranalytics.com,APPROVED
ngzhixin129@lighthouseai.com,Ng Zhi Xin,Lighthouse Ai,Finance,VP,ngzhixin129@lighthouseai.com,APPROVED
teominghui130@orchidbiotech.com,Teo Ming Hui,Orchid Biotech,Finance,Associate,teominghui130@orchidbiotech.com,APPROVED
ongjiamin131@novarobotics.com,Ong Jia Min,Nova Robotics,IT,VP,ongjiamin131@novarobotics.com,APPROVED
ngxinyi132@silvercarehealth.com,Ng Xin Yi,Silvercare Health,Marketing,Senior Manager,ngxinyi132@silvercarehealth.com,APPROVED
yeopeixuan133@harbourretail.com,Yeo Pei Xuan,Harbour Retail,Marketing,Senior Manager,yeopeixuan133@harbourretail.com,APPROVED
foozhixin134@atlaslogistics.com,Foo Zhi Xin,Atlas Logistics,Strategy,VP,foozhixin134@atlaslogistics.com,APPROVED
fooxinyi135@horizonmedia.com,Foo Xin Yi,Horizon Media,Product,Lead,fooxinyi135@horizonmedia.com,APPROVED
lohjiamin136@skylinebuilders.com,Loh Jia Min,Skyline Builders,Engineering,Manager,lohjiamin136@skylinebuilders.com,APPROVED
teohaoran137@quantumsystems.com,Teo Hao Ran,Quantum Systems,Marketing,Senior Associate,teohaoran137@quantumsystems.com,APPROVED
gohjunwei138@harbourretail.com,Goh Jun Wei,Harbour Retail,Marketing,VP,gohjunwei138@harbourretail.com,APPROVED
yapyuhan139@stellarapps.com,Yap Yu Han,Stellar Apps,IT,Senior Associate,yapyuhan139@stellarapps.com,APPROVED
limwenjie140@summittech.com,Lim Wen Jie,Summit Tech,Operations,Senior Manager,limwenjie140@summittech.com,APPROVED
kohpeixuan141@orchidbiotech.com,Koh Pei Xuan,Orchid Biotech,Strategy,Senior Associate,kohpeixuan141@orchidbiotech.com,APPROVED
ngyixuan142@skylinebuilders.com,Ng Yi Xuan,Skyline Builders,HR,Lead,ngyixuan142@skylinebuilders.com,APPROVED
gozhihan143@zenithconsulting.com,Go Zhi Han,Zenith Consulting,Marketing,Senior Associate,gozhihan143@zenithconsulting.com,APPROVED
yapjiaxin144@byteworks.com,Yap Jia Xin,Byteworks,Engineering,Manager,yapjiaxin144@byteworks.com,APPROVED
leezhihan145@summittech.com,Lee Zhi Han,Summit Tech,Strategy,VP,leezhihan145@summittech.com,APPROVED
leeruiyang146@byteworks.com,Lee Rui Yang,Byteworks,IT,Manager,leeruiyang146@byteworks.com,APPROVED
lowruien147@pineapplelabs.com,Low Rui En,Pineapple Labs,Sales,Lead,lowruien147@pineapplelabs.com,APPROVED
lowjunwei148@silvercarehealth.com,Low Jun Wei,Silvercare Health,Sales,VP,lowjunwei148@silvercarehealth.com,APPROVED
yapliwei149@byteworks.com,Yap Li Wei,Byteworks,IT,VP,yapliwei149@byteworks.com,APPROVED
teoruien150@summittech.com,Teo Rui En,Summit Tech,Marketing,Senior Manager,teoruien150@summittech.com,APPROVED
teominghui151@aurorafinance.com,Teo Ming Hui,Aurora Finance,Product,Manager,teominghui151@aurorafinance.com,APPROVED
goyien152@pineapplelabs.com,Go Yi En,Pineapple Labs,Strategy,Manager,goyien152@pineapplelabs.com,APPROVED
chiayien153@byteworks.com,Chia Yi En,Byteworks,HR,Senior Manager,chiayien153@byteworks.com,APPROVED
gozhiwei154@novarobotics.com,Go Zhi Wei,Nova Robotics,Strategy,Senior Associate,gozhiwei154@novarobotics.com,APPROVED
chankaixin155@orchidbiotech.com,Chan Kai Xin,Orchid Biotech,Strategy,Senior Manager,chankaixin155@orchidbiotech.com,APPROVED
foopeixuan156@silvercarehealth.com,Foo Pei Xuan,Silvercare Health,Engineering,VP,foopeixuan156@silvercarehealth.com,APPROVED
ongxinyi157@atlaslogistics.com,Ong Xin Yi,Atlas Logistics,Marketing,Lead,ongxinyi157@atlaslogistics.com,APPROVED
fooruien158@swiftmobility.com,Foo Rui En,Swift Mobility,Customer Success,Manager,fooruien158@swiftmobility.com,APPROVED
gohxinrui159@aurorafinance.com,Goh Xin Rui,Aurora Finance,HR,Manager,gohxinrui159@aurorafinance.com,APPROVED
simyixuan160@atlaslogistics.com,Sim Yi Xuan,Atlas Logistics,Product,VP,simyixuan160@atlaslogistics.com,APPROVED
ongjiamin161@atlaslogistics.com,Ong Jia Min,Atlas Logistics,Marketing,Manager,ongjiamin161@atlaslogistics.com,APPROVED
chanxinyi162@horizonmedia.com,Chan Xin Yi,Horizon Media,IT,Manager,chanxinyi162@horizonmedia.com,APPROVED
chuayixuan163@stellarapps.com,Chua Yi Xuan,Stellar Apps,Engineering,VP,chuayixuan163@stellarapps.com,APPROVED
limyuhan164@zenithconsulting.com,Lim Yu Han,Zenith Consulting,Customer Success,Lead,limyuhan164@zenithconsulting.com,APPROVED
leezhiwei165@byteworks.com,Lee Zhi Wei,Byteworks,Customer Success,Director,leezhiwei165@byteworks.com,APPROVED
kohenqi166@orchidbiotech.com,Koh En Qi,Orchid Biotech,Strategy,Associate,kohenqi166@orchidbiotech.com,APPROVED
gojunwei167@stellarapps.com,Go Jun Wei,Stellar Apps,Customer Success,Manager,gojunwei167@stellarapps.com,APPROVED
lohjiaxin168@harbourretail.com,Loh Jia Xin,Harbour Retail,Sales,Senior Manager,lohjiaxin168@harbourretail.com,APPROVED
fooxueying169@lighthouseai.com,Foo Xue Ying,Lighthouse Ai,Sales,VP,fooxueying169@lighthouseai.com,APPROVED
teohaoran170@summittech.com,Teo Hao Ran,Summit Tech,Product,VP,teohaoran170@summittech.com,APPROVED
fooxuanmin171@greenleaffoods.com,Foo Xuan Min,Greenleaf Foods,Strategy,Lead,fooxuanmin171@greenleaffoods.com,APPROVED
fooyingjie172@meridianshipping.com,Foo Ying Jie,Meridian Shipping,IT,Associate,fooyingjie172@meridianshipping.com,APPROVED
chualiting173@horizonmedia.com,Chua Li Ting,Horizon Media,Marketing,Manager,chualiting173@horizonmedia.com,APPROVED
ongyuhan174@greenleaffoods.com,Ong Yu Han,Greenleaf Foods,Sales,VP,ongyuhan174@greenleaffoods.com,APPROVED
teoliwei175@silvercarehealth.com,Teo Li Wei,Silvercare Health,Sales,VP,teoliwei175@silvercarehealth.com,APPROVED
simxuanmin176@byteworks.com,Sim Xuan Min,Byteworks,Operations,Senior Associate,simxuanmin176@byteworks.com,APPROVED
nghaoran177@swiftmobility.com,Ng Hao Ran,Swift Mobility,Strategy,VP,nghaoran177@swiftmobility.com,APPROVED
ongkaixin178@orchidbiotech.com,Ong Kai Xin,Orchid Biotech,IT,Senior Manager,ongkaixin178@orchidbiotech.com,APPROVED
chewkaijie179@stellarapps.com,Chew Kai Jie,Stellar Apps,Finance,Lead,chewkaijie179@stellarapps.com,APPROVED
tankaixin180@byteworks.com,Tan Kai Xin,Byteworks,Operations,Lead,tankaixin180@byteworks.com,APPROVED
chiayuhan181@pineapplelabs.com,Chia Yu Han,Pineapple Labs,Engineering,Associate,chiayuhan181@pineapplelabs.com,APPROVED
chuaxuanmin182@greenleaffoods.com,Chua Xuan Min,Greenleaf Foods,Marketing,Associate,chuaxuanmin182@greenleaffoods.com,APPROVED
ongliting183@lighthouseai.com,Ong Li Ting,Lighthouse Ai,Customer Success,Senior Associate,ongliting183@lighthouseai.com,APPROVED
goenqi184@cedaranalytics.com,Go En Qi,Cedar Analytics,Operations,VP,goenqi184@cedaranalytics.com,APPROVED
ngxuanmin185@greenleaffoods.com,Ng Xuan Min,Greenleaf Foods,Customer Success,Director,ngxuanmin185@greenleaffoods.com,APPROVED
ngjiamin186@greenleaffoods.com,Ng Jia Min,Greenleaf Foods,HR,Lead,ngjiamin186@greenleaffoods.com,APPROVED
fooxuanmin187@cedaranalytics.com,Foo Xuan Min,Cedar Analytics,Customer Success,Lead,fooxuanmin187@cedaranalytics.com,APPROVED
nglixuan188@swiftmobility.com,Ng Li Xuan,Swift Mobility,Strategy,Associate,nglixuan188@swiftmobility.com,APPROVED
chanyien189@swiftmobility.com,Chan Yi En,Swift Mobility,IT,Director,chanyien189@swiftmobility.com,APPROVED
limruiyang190@cedaranalytics.com,Lim Rui Yang,Cedar Analytics,IT,VP,limruiyang190@cedaranalytics.com,APPROVED
simyien191@quantumsystems.com,Sim Yi En,Quantum Systems,HR,Manager,simyien191@quantumsystems.com,APPROVED
kohjingwen192@bluewaveenergy.com,Koh Jing Wen,Bluewave Energy,HR,Senior Associate,kohjingwen192@bluewaveenergy.com,APPROVED
chuajiamin193@zenithconsulting.com,Chua Jia Min,Zenith Consulting,HR,Lead,chuajiamin193@zenithconsulting.com,APPROVED
simliwei194@bluewaveenergy.com,Sim Li Wei,Bluewave Energy,Operations,Lead,simliwei194@bluewaveenergy.com,APPROVED
goliwei195@bluewaveenergy.com,Go Li Wei,Bluewave Energy,Operations,Senior Associate,goliwei195@bluewaveenergy.com,APPROVED
quekjunwei196@skylinebuilders.com,Quek Jun Wei,Skyline Builders,IT,Director,quekjunwei196@skylinebuilders.com,APPROVED
limzhiwei197@skylinebuilders.com,Lim Zhi Wei,Skyline Builders,HR,Director,limzhiwei197@skylinebuilders.com,APPROVED
lohxueying198@pineapplelabs.com,Loh Xue Ying,Pineapple Labs,Strategy,Manager,lohxueying198@pineapplelabs.com,APPROVED
chanminghui199@horizonmedia.com,Chan Ming Hui,Horizon Media,Customer Success,VP,chanminghui199@horizonmedia.com,APPROVED
chuakaixin200@meridianshipping.com,Chua Kai Xin,Meridian Shipping,IT,Senior Associate,chuakaixin200@meridianshipping.com,APPROVED
